,elec_demand,wind_onshore,solar_pv,solar_thermal,hydro,DemandCommercial,DemandDirect,gas_pipeline_norm,gas_truck_norm
2017-01-01 00:00:00,0.6058417965840778,0.1922156396217227,0.0018417195086689018,0.0036389323918202257,0.0,0.5852009133835487,0.33498935415188075,0.5854550946338106,0.20855441679723422
2017-01-01 01:00:00,0.6058417965840778,0.1922156396217227,0.0018417195086689018,0.0036389323918202257,0.0,0.5852009133835487,0.33498935415188075,0.5854550946338106,0.20855441679723422
2017-01-01 02:00:00,0.5673748330191399,0.18143355473693737,0.0018417195086689018,0.009097330979550565,0.3724528166744267,0.5062549724641725,0.33818310858765077,0.5854550946338106,0.20855441679723422
2017-01-01 03:00:00,0.5334887009412321,0.17764490397116448,0.0018417195086689018,0.02274332744887641,0.0,0.44807068390109833,0.33711852377572743,0.5854550946338106,0.20855441679723422
2017-01-01 04:00:00,0.5071628727514778,0.17022330041629422,0.0018417195086689018,0.02451730698988877,0.0,0.4163308638913859,0.3445706174591909,0.5854550946338106,0.20855441679723422
2017-01-01 05:00:00,0.49553691992403887,0.16530583931962317,0.0018417195086689018,0.02451730698988877,0.0,0.4076129072254425,0.34350603264726753,0.5854550946338106,0.20855441679723422
2017-01-01 06:00:00,0.49786382776468585,0.16127066675744722,0.0018983878012433298,0.02451730698988877,0.0,0.4117458644596675,0.3420865862313698,0.5854550946338106,0.20855441679723422
2017-01-01 07:00:00,0.5059822460795628,0.18289971068396596,0.0021250609715410406,0.03265941821658652,0.0,0.4244191903536778,0.33356990773598294,0.5854550946338106,0.20855441679723422
2017-01-01 08:00:00,0.5051794199426606,0.18786907110619552,0.017227160942626035,0.03265941821658652,1.0,0.4533014579006644,0.33356990773598294,0.5854550946338106,0.20855441679723422
2017-01-01 09:00:00,0.5179130152477506,0.17578301566675208,0.16549974846361626,0.008278571191391013,0.0,0.5403034365539402,0.32682753726046837,0.5854550946338106,0.20855441679723422
2017-01-01 10:00:00,0.5634723252199738,0.17199436490097916,0.37270736026201134,0.04721514778386743,0.5371915625111924,0.6452579481933811,0.3282469836763662,0.5854550946338106,0.20855441679723422
2017-01-01 11:00:00,0.6006427460397542,0.1671807024554252,0.5319452623961534,0.1749871613916551,0.0,0.7053311273674095,0.3293115684882895,0.5854550946338106,0.20855441679723422
2017-01-01 12:00:00,0.6190948676248104,0.15969422474360678,0.6270913256286175,0.27164630304937987,0.0,0.7147432916937891,0.33037615330021286,0.5854550946338106,0.20855441679723422
2017-01-01 13:00:00,0.6336745337259855,0.1626978982103069,0.6740976743191053,0.3035324481327045,0.0,0.7537319312275916,0.3307310149041874,0.5854550946338106,0.20855441679723422
2017-01-01 14:00:00,0.637830339611126,0.16334663977978855,0.6605822865401043,0.3383752257843832,0.0,0.757219113893969,0.32966643009226404,0.5854550946338106,0.20855441679723422
2017-01-01 15:00:00,0.6057130009471416,0.16879606896343455,0.5544142404019139,0.41001670724834394,0.0,0.6845210419185187,0.3325053229240596,0.5854550946338106,0.20855441679723422
2017-01-01 16:00:00,0.5915798263873452,0.18317218214314826,0.3562168871228529,0.46628369935686415,0.0,0.6435305012243886,0.3310858765081618,0.5854550946338106,0.20855441679723422
2017-01-01 17:00:00,0.6024115394536776,0.19931935980754692,0.10591303882160547,0.2784693012840428,0.0,0.6498268032609033,0.32363378282469835,0.5854550946338106,0.20855441679723422
2017-01-01 18:00:00,0.670973750182702,0.22306330125057588,0.0032017585304551684,0.051490893344256196,0.0,0.7294023743839311,0.3246983676366217,0.5854550946338106,0.20855441679723422
2017-01-01 19:00:00,0.7103379900182952,0.2473392107805798,0.0018983878012433298,0.027087302991611807,0.0,0.7977414680264097,0.3232789212207239,0.5854550946338106,0.20855441679723422
2017-01-01 20:00:00,0.7365521953227049,0.2726271571589751,0.0018417195086689018,0.0026837126389674167,0.0,0.8574756155523181,0.3243435060326473,0.5854550946338106,0.20855441679723422
2017-01-01 21:00:00,0.7526344771881354,0.2846937503513341,0.0018417195086689018,0.0024877701255617123,0.0,0.8876009991424113,0.3310858765081618,0.5854550946338106,0.20855441679723422
2017-01-01 22:00:00,0.7392654900741603,0.30481122642096053,0.0018417195086689018,0.002291827612156008,0.0,0.8726997509893267,0.33321504613200853,0.5854550946338106,0.20855441679723422
2017-01-01 23:00:00,0.6845831558189579,0.31787688163032124,0.0018417195086689018,0.0020958850987503035,0.0,0.7517300300672639,0.34918381831085876,0.5854550946338106,0.20855441679723422
2017-01-02 00:00:00,0.6178498431344273,0.32736148337614324,0.0018417195086689018,0.001899942585344599,0.0,0.6168277228438879,0.49325762952448543,0.7888103139774687,0.5546822778304699
2017-01-02 01:00:00,0.5605958893283992,0.32756908067837737,0.0018417195086689018,0.0017040000719388945,0.0,0.4925161185332134,0.35557132718239887,0.7888103139774687,0.5546822778304699
2017-01-02 02:00:00,0.5280363523109339,0.3163458515263446,0.0018417195086689018,0.00150805755853319,0.10743831250223847,0.4269054224398913,0.3697657913413769,0.7888103139774687,0.5546822778304699
2017-01-02 03:00:00,0.5123018186652312,0.31092885942117265,0.0018417195086689018,0.0013121150451274855,1.0,0.39497187005982454,0.36870120652945354,0.7888103139774687,0.5546822778304699
2017-01-02 04:00:00,0.508197531034865,0.3082495567392134,0.0018417195086689018,0.001116172531721781,0.0,0.3839452693138257,0.37331440738112137,0.7888103139774687,0.5546822778304699
2017-01-02 05:00:00,0.524159603639155,0.3048047390052657,0.0018417195086689018,0.0009202300183160767,0.0,0.39689304939917136,0.3921220723917672,0.7888103139774687,0.5546822778304699
