is_generator,own,entity,years,hour,offer,limit
True,True,OwnGen_1,1,0,35.72,49.93
True,True,OwnGen_1,1,1,80.41,101.17
True,True,OwnGen_1,1,2,97.66,118.66
True,True,OwnGen_1,1,3,6.01,23.21
True,True,OwnGen_1,1,4,15.55,89.96
True,True,OwnGen_1,1,5,9.32,91.7
True,True,OwnGen_1,1,6,74.19,58.79
True,True,OwnGen_1,1,7,74.65,103.27
True,True,OwnGen_1,1,8,25.96,36.53
True,True,OwnGen_1,1,9,36.11,73.94
True,True,OwnGen_1,1,10,18.1,96.85
True,True,OwnGen_1,1,11,40.2,97.47
True,True,OwnGen_1,1,12,79.75,130.04
True,True,OwnGen_1,1,13,52.55,138.39
True,True,OwnGen_1,1,14,51.86,130.74
True,True,OwnGen_1,1,15,83.03,47.9
True,True,OwnGen_1,1,16,23.37,37.49
True,True,OwnGen_1,1,17,81.08,119.99
True,True,OwnGen_1,1,18,25.2,118.83
True,True,OwnGen_1,1,19,75.36,132.17
True,True,OwnGen_1,1,20,48.21,104.21
True,True,OwnGen_1,1,21,36.22,96.99
True,True,OwnGen_1,1,22,33.52,94.3
True,True,OwnGen_1,1,23,27.03,122.7
True,True,OwnGen_1,1,24,57.79,71.53
True,True,OwnGen_1,1,25,17.24,135.55
True,True,OwnGen_1,1,26,73.36,83.8
True,True,OwnGen_1,1,27,7.55,119.43
True,True,OwnGen_1,1,28,58.2,120.38
True,True,OwnGen_1,1,29,23.89,140.81
True,True,OwnGen_1,1,30,79.49,88.66
True,True,OwnGen_1,1,31,24.93,108.86
True,True,OwnGen_1,1,32,90.66,97.85
True,True,OwnGen_1,1,33,7.31,70.35
True,True,OwnGen_1,1,34,54.48,134.92
True,True,OwnGen_1,1,35,22.32,83.79
True,True,OwnGen_1,1,36,97.24,89.3
True,True,OwnGen_1,1,37,31.05,127.38
True,True,OwnGen_1,1,38,15.1,74.22
True,True,OwnGen_1,1,39,61.49,66.5
True,True,OwnGen_1,1,40,84.86,132.24
True,True,OwnGen_1,1,41,93.08,100.16
True,True,OwnGen_1,1,42,53.63,78.18
True,True,OwnGen_1,1,43,67.61,44.89
True,True,OwnGen_1,1,44,92.26,50.66
True,True,OwnGen_1,1,45,78.29,85.17
True,True,OwnGen_1,1,46,65.56,60.97
True,True,OwnGen_1,1,47,69.67,61.69
True,True,OwnGen_1,1,48,67.5,27.97
True,True,OwnGen_1,1,49,35.19,58.92
True,True,OwnGen_1,1,50,75.96,143.92
True,True,OwnGen_1,1,51,77.59,93.99
True,True,OwnGen_1,1,52,45.51,143.0
True,True,OwnGen_1,1,53,72.73,29.0
True,True,OwnGen_1,1,54,87.9,48.39
True,True,OwnGen_1,1,55,33.3,90.85
True,True,OwnGen_1,1,56,94.68,68.22
True,True,OwnGen_1,1,57,68.19,93.92
True,True,OwnGen_1,1,58,89.49,34.14
True,True,OwnGen_1,1,59,82.89,90.52
True,True,OwnGen_1,1,60,72.42,29.66
True,True,OwnGen_1,1,61,38.97,45.06
True,True,OwnGen_1,1,62,54.82,57.03
True,True,OwnGen_1,1,63,84.83,67.66
True,True,OwnGen_1,1,64,87.53,36.53
True,True,OwnGen_1,1,65,63.19,37.0
True,True,OwnGen_1,1,66,66.14,139.34
True,True,OwnGen_1,1,67,10.79,61.24
True,True,OwnGen_1,1,68,46.07,79.61
True,True,OwnGen_1,1,69,9.19,85.57
True,True,OwnGen_1,1,70,50.98,58.12
True,True,OwnGen_1,1,71,23.36,116.54
True,True,OwnGen_1,1,72,71.56,107.6
True,True,OwnGen_1,1,73,35.55,110.32
True,True,OwnGen_1,1,74,30.17,121.11
True,True,OwnGen_1,1,75,94.51,70.85
True,True,OwnGen_1,1,76,9.46,30.88
True,True,OwnGen_1,1,77,51.67,26.64
True,True,OwnGen_1,1,78,27.07,134.78
True,True,OwnGen_1,1,79,10.28,20.32
True,True,OwnGen_1,1,80,77.68,101.97
True,True,OwnGen_1,1,81,5.49,123.36
True,True,OwnGen_1,1,82,32.78,80.13
True,True,OwnGen_1,1,83,64.27,117.29
True,True,OwnGen_1,1,84,74.47,27.17
True,True,OwnGen_1,1,85,42.47,93.97
True,True,OwnGen_1,1,86,70.22,43.66
True,True,OwnGen_1,1,87,9.22,23.56
True,True,OwnGen_1,1,88,44.17,114.09
True,True,OwnGen_1,1,89,39.09,49.68
True,True,OwnGen_1,1,90,83.41,22.0
True,True,OwnGen_1,1,91,71.6,36.07
True,True,OwnGen_1,1,92,84.47,71.93
True,True,OwnGen_1,1,93,99.78,93.94
True,True,OwnGen_1,1,94,57.11,97.14
True,True,OwnGen_1,1,95,27.23,88.99
True,True,OwnGen_1,1,96,93.56,106.65
True,True,OwnGen_1,1,97,12.29,77.14
True,True,OwnGen_1,1,98,65.4,29.05
True,True,OwnGen_1,1,99,51.8,95.33
True,True,OwnGen_1,1,100,45.17,75.94
True,True,OwnGen_1,1,101,99.89,67.01
True,True,OwnGen_1,1,102,80.71,39.93
True,True,OwnGen_1,1,103,55.15,39.43
True,True,OwnGen_1,1,104,85.66,38.34
True,True,OwnGen_1,1,105,38.17,120.46
True,True,OwnGen_1,1,106,84.67,89.13
True,True,OwnGen_1,1,107,38.62,73.85
True,True,OwnGen_1,1,108,76.16,119.04
True,True,OwnGen_1,1,109,44.21,80.71
True,True,OwnGen_1,1,110,50.63,23.69
True,True,OwnGen_1,1,111,52.32,87.25
True,True,OwnGen_1,1,112,67.76,67.45
True,True,OwnGen_1,1,113,66.98,146.15
True,True,OwnGen_1,1,114,10.41,44.81
True,True,OwnGen_1,1,115,57.99,140.22
True,True,OwnGen_1,1,116,59.86,59.52
True,True,OwnGen_1,1,117,19.43,81.1
True,True,OwnGen_1,1,118,11.89,148.24
True,True,OwnGen_1,1,119,18.41,39.26
True,True,OwnGen_1,1,120,72.31,76.35
True,True,OwnGen_1,1,121,98.58,100.66
True,True,OwnGen_1,1,122,75.59,79.7
True,True,OwnGen_1,1,123,68.53,69.64
True,True,OwnGen_1,1,124,90.27,127.32
True,True,OwnGen_1,1,125,16.27,63.87
True,True,OwnGen_1,1,126,92.43,110.57
True,True,OwnGen_1,1,127,55.02,41.52
True,True,OwnGen_1,1,128,61.33,134.24
True,True,OwnGen_1,1,129,91.08,130.86
True,True,OwnGen_1,1,130,35.4,105.63
True,True,OwnGen_1,1,131,85.81,20.73
True,True,OwnGen_1,1,132,49.71,109.43
True,True,OwnGen_1,1,133,86.56,121.36
True,True,OwnGen_1,1,134,5.09,92.51
True,True,OwnGen_1,1,135,80.08,78.57
True,True,OwnGen_1,1,136,9.42,142.49
True,True,OwnGen_1,1,137,48.36,123.88
True,True,OwnGen_1,1,138,83.48,53.75
True,True,OwnGen_1,1,139,52.2,48.9
True,True,OwnGen_1,1,140,85.12,82.25
True,True,OwnGen_1,1,141,97.38,135.31
True,True,OwnGen_1,1,142,9.11,117.95
True,True,OwnGen_1,1,143,86.63,27.21
True,True,OwnGen_1,1,144,78.92,75.62
True,True,OwnGen_1,1,145,52.14,143.99
True,True,OwnGen_1,1,146,41.28,118.3
True,True,OwnGen_1,1,147,80.79,25.25
True,True,OwnGen_1,1,148,10.72,112.48
True,True,OwnGen_1,1,149,44.82,85.84
True,True,OwnGen_1,1,150,91.61,131.22
True,True,OwnGen_1,1,151,89.14,55.73
True,True,OwnGen_1,1,152,31.32,48.26
True,True,OwnGen_1,1,153,67.94,21.86
True,True,OwnGen_1,1,154,20.33,32.45
True,True,OwnGen_1,1,155,68.33,65.08
True,True,OwnGen_1,1,156,34.85,135.66
True,True,OwnGen_1,1,157,46.75,76.61
True,True,OwnGen_1,1,158,16.84,111.05
True,True,OwnGen_1,1,159,88.46,42.49
True,True,OwnGen_1,1,160,87.36,35.41
True,True,OwnGen_1,1,161,27.89,106.03
True,True,OwnGen_1,1,162,77.08,52.32
