is_generator,own,entity,years,hour,offer,limit
True,True,OwnGen_1,1,0,36.22,95.56
True,True,OwnGen_1,1,1,61.24,63.88
True,True,OwnGen_1,1,2,20.92,24.04
True,True,OwnGen_1,1,3,14.07,87.96
True,True,OwnGen_1,1,4,52.08,73.73
True,True,OwnGen_1,1,5,11.44,97.29
True,True,OwnGen_1,1,6,68.27,29.11
True,True,OwnGen_1,1,7,22.73,26.51
True,True,OwnGen_1,1,8,31.3,57.23
True,True,OwnGen_1,1,9,40.24,36.21
True,True,OwnGen_1,1,10,52.83,22.55
True,True,OwnGen_1,1,11,30.45,42.97
True,True,OwnGen_1,1,12,41.92,80.67
True,True,OwnGen_1,1,13,23.98,56.28
True,True,OwnGen_1,1,14,51.47,14.18
True,True,OwnGen_1,1,15,52.53,25.35
True,True,OwnGen_1,1,16,14.55,95.4
True,True,OwnGen_1,1,17,77.59,82.76
True,True,OwnGen_1,1,18,31.32,18.79
True,True,OwnGen_1,1,19,57.9,49.61
True,True,OwnGen_1,1,20,18.54,54.57
True,True,OwnGen_1,1,21,12.41,91.84
True,True,OwnGen_1,1,22,28.11,69.63
True,True,OwnGen_1,1,23,31.82,56.81
True,True,OwnGen_1,1,24,48.27,26.64
True,True,OwnGen_1,1,25,77.87,79.76
True,True,OwnGen_1,1,26,75.76,90.53
True,True,OwnGen_1,1,27,51.85,92.97
True,True,OwnGen_1,1,28,16.19,27.64
True,True,OwnGen_1,1,29,13.17,39.28
True,True,OwnGen_1,1,30,37.21,34.42
True,True,OwnGen_1,1,31,68.01,42.11
True,True,OwnGen_1,1,32,29.67,58.84
True,True,OwnGen_1,1,33,19.86,82.2
True,True,OwnGen_1,1,34,15.22,98.82
True,True,OwnGen_1,1,35,64.06,27.88
True,True,OwnGen_1,1,36,10.39,83.39
True,True,OwnGen_1,1,37,59.48,75.61
True,True,OwnGen_1,1,38,63.99,16.66
True,True,OwnGen_1,1,39,35.09,20.43
True,True,OwnGen_1,1,40,70.42,66.1
True,True,OwnGen_1,1,41,33.16,15.72
True,True,OwnGen_1,1,42,31.77,39.27
True,True,OwnGen_1,1,43,61.07,67.38
True,True,OwnGen_1,1,44,72.1,52.5
True,True,OwnGen_1,1,45,18.37,74.19
True,True,OwnGen_1,1,46,63.25,60.51
True,True,OwnGen_1,1,47,63.97,54.44
True,True,OwnGen_1,1,48,46.59,48.48
True,True,OwnGen_1,1,49,11.78,19.71
True,True,OwnGen_1,1,50,12.2,67.28
True,True,OwnGen_1,1,51,32.0,55.77
True,True,OwnGen_1,1,52,73.53,32.44
True,True,OwnGen_1,1,53,38.73,78.0
True,True,OwnGen_1,1,54,26.02,16.93
True,True,OwnGen_1,1,55,30.28,24.51
True,True,OwnGen_1,1,56,75.08,82.73
True,True,OwnGen_1,1,57,54.34,88.43
True,True,OwnGen_1,1,58,66.26,26.79
True,True,OwnGen_1,1,59,72.48,58.54
True,True,OwnGen_1,1,60,66.52,90.65
True,True,OwnGen_1,1,61,32.26,19.9
True,True,OwnGen_1,1,62,25.96,48.44
True,True,OwnGen_1,1,63,67.26,87.47
True,True,OwnGen_1,1,64,10.49,55.97
True,True,OwnGen_1,1,65,39.22,29.99
True,True,OwnGen_1,1,66,18.39,40.39
True,True,OwnGen_1,1,67,76.0,39.09
True,True,OwnGen_1,1,68,46.32,73.27
True,True,OwnGen_1,1,69,35.45,97.46
True,True,OwnGen_1,1,70,77.37,32.66
True,True,OwnGen_1,1,71,44.81,37.08
True,True,OwnGen_1,1,72,29.94,13.32
True,True,OwnGen_1,1,73,52.67,55.24
True,True,OwnGen_1,1,74,13.6,35.08
True,True,OwnGen_1,1,75,73.58,31.56
True,True,OwnGen_1,1,76,20.14,54.05
True,True,OwnGen_1,1,77,79.0,31.78
True,True,OwnGen_1,1,78,57.05,78.55
True,True,OwnGen_1,1,79,26.63,75.54
True,True,OwnGen_1,1,80,35.74,66.91
True,True,OwnGen_1,1,81,54.35,58.22
True,True,OwnGen_1,1,82,16.32,85.18
True,True,OwnGen_1,1,83,32.45,26.79
True,True,OwnGen_1,1,84,12.85,63.18
True,True,OwnGen_1,1,85,57.43,11.49
True,True,OwnGen_1,1,86,45.85,30.38
True,True,OwnGen_1,1,87,55.16,25.69
True,True,OwnGen_1,1,88,58.37,44.81
True,True,OwnGen_1,1,89,75.57,22.38
True,True,OwnGen_1,1,90,33.87,20.21
True,True,OwnGen_1,1,91,74.73,88.96
True,True,OwnGen_1,1,92,28.06,69.4
True,True,OwnGen_1,1,93,67.21,59.97
True,True,OwnGen_1,1,94,47.08,31.77
True,True,OwnGen_1,1,95,16.52,90.75
True,True,OwnGen_1,1,96,73.03,66.98
True,True,OwnGen_1,1,97,33.73,41.43
True,True,OwnGen_1,1,98,60.82,90.74
True,True,OwnGen_1,1,99,72.1,80.19
True,True,OwnGen_1,1,100,54.94,17.57
True,True,OwnGen_1,1,101,21.31,90.87
True,True,OwnGen_1,1,102,52.45,10.83
True,True,OwnGen_1,1,103,17.1,69.72
True,True,OwnGen_1,1,104,10.35,24.47
True,True,OwnGen_1,1,105,48.41,72.27
True,True,OwnGen_1,1,106,55.64,30.18
True,True,OwnGen_1,1,107,59.85,31.35
True,True,OwnGen_1,1,108,32.78,77.18
True,True,OwnGen_1,1,109,55.47,86.43
True,True,OwnGen_1,1,110,56.03,61.15
True,True,OwnGen_1,1,111,16.56,43.09
True,True,OwnGen_1,1,112,28.56,31.96
True,True,OwnGen_1,1,113,78.11,45.38
True,True,OwnGen_1,1,114,72.44,66.8
True,True,OwnGen_1,1,115,65.64,55.24
True,True,OwnGen_1,1,116,50.38,54.33
True,True,OwnGen_1,1,117,23.67,75.02
True,True,OwnGen_1,1,118,29.65,12.19
True,True,OwnGen_1,1,119,55.18,25.94
True,True,OwnGen_1,1,120,75.83,95.85
True,True,OwnGen_1,1,121,74.04,43.31
True,True,OwnGen_1,1,122,11.08,93.55
True,True,OwnGen_1,1,123,39.97,97.0
True,True,OwnGen_1,1,124,77.45,86.77
True,True,OwnGen_1,1,125,30.61,44.66
True,True,OwnGen_1,1,126,69.58,38.52
True,True,OwnGen_1,1,127,21.86,60.11
True,True,OwnGen_1,1,128,75.53,72.64
True,True,OwnGen_1,1,129,49.9,18.75
True,True,OwnGen_1,1,130,53.05,99.1
True,True,OwnGen_1,1,131,19.81,56.65
True,True,OwnGen_1,1,132,71.42,76.67
True,True,OwnGen_1,1,133,58.79,73.22
True,True,OwnGen_1,1,134,35.16,36.42
True,True,OwnGen_1,1,135,66.66,82.91
True,True,OwnGen_1,1,136,70.7,92.19
True,True,OwnGen_1,1,137,45.79,55.14
True,True,OwnGen_1,1,138,65.88,68.5
True,True,OwnGen_1,1,139,59.14,81.62
True,True,OwnGen_1,1,140,72.3,40.42
True,True,OwnGen_1,1,141,36.29,18.46
True,True,OwnGen_1,1,142,50.48,13.23
True,True,OwnGen_1,1,143,42.59,58.84
True,True,OwnGen_1,1,144,30.06,63.17
True,True,OwnGen_1,1,145,12.14,13.36
