is_generator,own,entity,years,hour,offer,limit
True,True,OwnGen_1,1,0,65.42,66.25
True,True,OwnGen_1,1,1,76.91,18.3
True,True,OwnGen_1,1,2,75.6,74.39
True,True,OwnGen_1,1,3,37.32,19.9
True,True,OwnGen_1,1,4,89.3,15.72
True,True,OwnGen_1,1,5,72.73,93.41
True,True,OwnGen_1,1,6,43.31,66.89
True,True,OwnGen_1,1,7,84.67,56.52
True,True,OwnGen_1,1,8,88.05,70.06
True,True,OwnGen_1,1,9,22.02,100.4
True,True,OwnGen_1,1,10,30.88,73.21
True,True,OwnGen_1,1,11,36.92,100.69
True,True,OwnGen_1,1,12,77.1,38.27
True,True,OwnGen_1,1,13,63.36,24.99
True,True,OwnGen_1,1,14,45.87,25.17
True,True,OwnGen_1,1,15,25.8,37.28
True,True,OwnGen_1,1,16,50.75,23.15
True,True,OwnGen_1,1,17,32.63,15.69
True,True,OwnGen_1,1,18,82.4,72.98
True,True,OwnGen_1,1,19,27.57,112.53
True,True,OwnGen_1,1,20,55.66,19.38
True,True,OwnGen_1,1,21,54.37,82.21
True,True,OwnGen_1,1,22,75.05,102.67
True,True,OwnGen_1,1,23,33.95,116.67
True,True,OwnGen_1,1,24,49.97,42.73
True,True,OwnGen_1,1,25,56.2,54.62
True,True,OwnGen_1,1,26,30.28,111.12
True,True,OwnGen_1,1,27,85.44,102.94
True,True,OwnGen_1,1,28,47.46,90.19
True,True,OwnGen_1,1,29,78.85,23.3
True,True,OwnGen_1,1,30,45.75,82.36
True,True,OwnGen_1,1,31,88.23,89.06
True,True,OwnGen_1,1,32,62.75,36.57
True,True,OwnGen_1,1,33,36.98,31.8
True,True,OwnGen_1,1,34,37.79,90.44
True,True,OwnGen_1,1,35,86.85,16.66
True,True,OwnGen_1,1,36,38.44,20.14
True,True,OwnGen_1,1,37,80.61,87.84
True,True,OwnGen_1,1,38,76.99,111.43
True,True,OwnGen_1,1,39,26.48,64.35
True,True,OwnGen_1,1,40,55.97,69.21
True,True,OwnGen_1,1,41,69.03,101.37
True,True,OwnGen_1,1,42,32.64,26.08
True,True,OwnGen_1,1,43,61.04,40.58
True,True,OwnGen_1,1,44,77.02,63.88
True,True,OwnGen_1,1,45,66.83,52.25
True,True,OwnGen_1,1,46,22.76,46.38
True,True,OwnGen_1,1,47,27.24,39.45
True,True,OwnGen_1,1,48,55.83,52.27
True,True,OwnGen_1,1,49,70.85,83.06
True,True,OwnGen_1,1,50,72.75,97.98
True,True,OwnGen_1,1,51,54.49,41.91
True,True,OwnGen_1,1,52,89.65,26.2
True,True,OwnGen_1,1,53,46.12,31.24
True,True,OwnGen_1,1,54,53.03,99.72
True,True,OwnGen_1,1,55,50.61,60.58
True,True,OwnGen_1,1,56,39.88,23.06
True,True,OwnGen_1,1,57,69.32,93.89
True,True,OwnGen_1,1,58,61.13,109.73
True,True,OwnGen_1,1,59,24.99,36.07
True,True,OwnGen_1,1,60,78.62,84.42
True,True,OwnGen_1,1,61,53.73,96.12
True,True,OwnGen_1,1,62,73.23,73.26
True,True,OwnGen_1,1,63,66.71,41.16
True,True,OwnGen_1,1,64,67.75,56.94
True,True,OwnGen_1,1,65,61.34,78.08
True,True,OwnGen_1,1,66,60.81,88.82
True,True,OwnGen_1,1,67,20.77,37.25
True,True,OwnGen_1,1,68,37.38,116.44
True,True,OwnGen_1,1,69,64.32,33.28
True,True,OwnGen_1,1,70,66.13,103.31
True,True,OwnGen_1,1,71,82.5,36.84
True,True,OwnGen_1,1,72,86.07,39.33
True,True,OwnGen_1,1,73,26.53,81.23
True,True,OwnGen_1,1,74,17.74,98.57
True,True,OwnGen_1,1,75,25.71,24.08
True,True,OwnGen_1,1,76,76.42,116.14
True,True,OwnGen_1,1,77,72.08,101.04
True,True,OwnGen_1,1,78,85.27,58.45
True,True,OwnGen_1,1,79,38.92,89.26
True,True,OwnGen_1,1,80,62.09,86.93
True,True,OwnGen_1,1,81,68.48,90.08
True,True,OwnGen_1,1,82,31.65,23.74
True,True,OwnGen_1,1,83,52.53,113.71
True,True,OwnGen_1,1,84,70.09,32.27
True,True,OwnGen_1,1,85,19.99,76.22
True,True,OwnGen_1,1,86,58.75,85.81
True,True,OwnGen_1,1,87,33.18,62.16
True,True,OwnGen_1,1,88,67.43,31.65
True,True,OwnGen_1,1,89,29.05,61.08
True,True,OwnGen_1,1,90,33.79,111.55
True,True,OwnGen_1,1,91,29.24,56.97
True,True,OwnGen_1,1,92,76.31,19.03
True,True,OwnGen_1,1,93,65.11,16.47
True,True,OwnGen_1,1,94,84.61,26.99
True,True,OwnGen_1,1,95,26.39,78.91
True,True,OwnGen_1,1,96,78.54,60.82
True,True,OwnGen_1,1,97,49.9,102.81
True,True,OwnGen_1,1,98,53.22,63.37
True,True,OwnGen_1,1,99,37.02,53.05
True,True,OwnGen_1,1,100,39.59,74.73
True,True,OwnGen_1,1,101,73.65,90.81
True,True,OwnGen_1,1,102,65.9,112.49
True,True,OwnGen_1,1,103,80.03,112.1
True,True,OwnGen_1,1,104,18.15,56.35
True,True,OwnGen_1,1,105,58.76,63.5
True,True,OwnGen_1,1,106,65.95,118.68
True,True,OwnGen_1,1,107,26.52,49.99
True,True,OwnGen_1,1,108,86.48,59.82
True,True,OwnGen_1,1,109,46.28,106.48
True,True,OwnGen_1,1,110,18.13,27.55
True,True,OwnGen_1,1,111,24.5,118.9
True,True,OwnGen_1,1,112,21.7,57.26
True,True,OwnGen_1,1,113,81.83,55.34
True,True,OwnGen_1,1,114,16.79,59.04
True,True,OwnGen_1,1,115,21.28,77.06
True,True,OwnGen_1,1,116,50.07,52.42
True,True,OwnGen_1,1,117,78.69,110.59
True,True,OwnGen_1,1,118,52.15,61.99
True,True,OwnGen_1,1,119,83.81,107.24
True,True,OwnGen_1,1,120,78.5,82.67
True,True,OwnGen_1,1,121,54.89,116.31
True,True,OwnGen_1,1,122,36.92,47.14
True,True,OwnGen_1,1,123,22.61,57.34
True,True,OwnGen_1,1,124,53.88,25.91
True,True,OwnGen_1,1,125,40.09,59.36
True,True,OwnGen_1,1,126,89.2,117.6
True,True,OwnGen_1,1,127,23.68,58.22
True,True,OwnGen_1,1,128,73.93,79.5
