is_generator,own,entity,years,hour,offer,limit
True,True,OwnGen_1,1,0,71.16,57.2
True,True,OwnGen_1,1,1,26.55,91.67
True,True,OwnGen_1,1,2,73.35,75.0
True,True,OwnGen_1,1,3,98.17,109.03
True,True,OwnGen_1,1,4,50.69,70.98
True,True,OwnGen_1,1,5,37.6,114.78
True,True,OwnGen_1,1,6,46.66,27.76
True,True,OwnGen_1,1,7,42.81,115.94
True,True,OwnGen_1,1,8,22.34,42.81
True,True,OwnGen_1,1,9,55.5,89.14
True,True,OwnGen_1,1,10,65.27,130.43
True,True,OwnGen_1,1,11,73.82,99.43
True,True,OwnGen_1,1,12,73.63,61.98
True,True,OwnGen_1,1,13,39.37,49.67
True,True,OwnGen_1,1,14,32.9,102.03
True,True,OwnGen_1,1,15,13.75,76.38
True,True,OwnGen_1,1,16,45.93,84.18
True,True,OwnGen_1,1,17,45.45,60.59
True,True,OwnGen_1,1,18,45.5,136.14
True,True,OwnGen_1,1,19,94.7,85.24
True,True,OwnGen_1,1,20,64.28,35.03
True,True,OwnGen_1,1,21,35.14,73.93
True,True,OwnGen_1,1,22,87.3,52.56
True,True,OwnGen_1,1,23,50.89,148.12
True,True,OwnGen_1,1,24,54.35,99.68
True,True,OwnGen_1,1,25,16.46,127.42
True,True,OwnGen_1,1,26,62.29,90.86
True,True,OwnGen_1,1,27,37.56,59.54
True,True,OwnGen_1,1,28,44.62,108.57
True,True,OwnGen_1,1,29,88.17,86.35
True,True,OwnGen_1,1,30,68.58,96.17
True,True,OwnGen_1,1,31,64.37,107.71
True,True,OwnGen_1,1,32,85.02,30.82
True,True,OwnGen_1,1,33,77.55,51.68
True,True,OwnGen_1,1,34,23.45,94.42
True,True,OwnGen_1,1,35,14.09,135.09
True,True,OwnGen_1,1,36,64.59,114.04
True,True,OwnGen_1,1,37,6.53,97.28
True,True,OwnGen_1,1,38,57.89,40.66
True,True,OwnGen_1,1,39,19.54,110.42
True,True,OwnGen_1,1,40,35.28,109.96
True,True,OwnGen_1,1,41,57.67,70.56
True,True,OwnGen_1,1,42,92.89,129.42
True,True,OwnGen_1,1,43,38.95,25.67
True,True,OwnGen_1,1,44,33.95,71.76
True,True,OwnGen_1,1,45,71.97,149.4
True,True,OwnGen_1,1,46,38.81,119.13
True,True,OwnGen_1,1,47,61.35,109.92
True,True,OwnGen_1,1,48,19.36,71.85
True,True,OwnGen_1,1,49,27.88,64.65
True,True,OwnGen_1,1,50,53.75,106.66
True,True,OwnGen_1,1,51,15.06,37.02
True,True,OwnGen_1,1,52,35.59,106.0
True,True,OwnGen_1,1,53,85.42,91.92
True,True,OwnGen_1,1,54,86.17,70.03
True,True,OwnGen_1,1,55,35.09,66.05
True,True,OwnGen_1,1,56,21.25,127.78
True,True,OwnGen_1,1,57,37.17,91.81
True,True,OwnGen_1,1,58,59.96,87.8
True,True,OwnGen_1,1,59,5.26,148.48
True,True,OwnGen_1,1,60,91.01,46.99
True,True,OwnGen_1,1,61,32.79,87.6
True,True,OwnGen_1,1,62,90.68,147.87
True,True,OwnGen_1,1,63,29.47,93.37
True,True,OwnGen_1,1,64,81.66,71.27
True,True,OwnGen_1,1,65,74.45,40.94
True,True,OwnGen_1,1,66,62.07,132.56
True,True,OwnGen_1,1,67,98.43,30.32
True,True,OwnGen_1,1,68,45.69,46.59
True,True,OwnGen_1,1,69,47.81,91.21
True,True,OwnGen_1,1,70,13.87,58.59
True,True,OwnGen_1,1,71,93.12,93.97
True,True,OwnGen_1,1,72,48.45,117.96
True,True,OwnGen_1,1,73,75.48,26.32
True,True,OwnGen_1,1,74,72.33,129.1
True,True,OwnGen_1,1,75,20.76,121.53
True,True,OwnGen_1,1,76,32.22,59.84
True,True,OwnGen_1,1,77,68.2,34.48
True,True,OwnGen_1,1,78,68.16,135.42
True,True,OwnGen_1,1,79,71.15,77.24
True,True,OwnGen_1,1,80,46.63,119.46
True,True,OwnGen_1,1,81,58.74,31.04
True,True,OwnGen_1,1,82,60.35,125.93
True,True,OwnGen_1,1,83,37.02,140.58
True,True,OwnGen_1,1,84,76.32,94.63
True,True,OwnGen_1,1,85,76.41,30.29
True,True,OwnGen_1,1,86,86.64,126.8
True,True,OwnGen_1,1,87,91.44,36.72
True,True,OwnGen_1,1,88,12.77,37.99
True,True,OwnGen_1,1,89,42.94,75.16
True,True,OwnGen_1,1,90,58.41,35.89
True,True,OwnGen_1,1,91,24.13,125.51
True,True,OwnGen_1,1,92,49.46,125.03
True,True,OwnGen_1,1,93,5.71,91.71
True,True,OwnGen_1,1,94,93.53,95.68
True,True,OwnGen_1,1,95,24.58,113.31
True,True,OwnGen_1,1,96,41.0,106.89
True,True,OwnGen_1,1,97,7.79,102.67
True,True,OwnGen_1,1,98,8.06,116.82
True,True,OwnGen_1,1,99,49.93,35.83
True,True,OwnGen_1,1,100,56.55,28.68
True,True,OwnGen_1,1,101,67.07,149.49
True,True,OwnGen_1,1,102,78.09,94.59
True,True,OwnGen_1,1,103,14.75,110.98
True,True,OwnGen_1,1,104,67.81,26.38
True,True,OwnGen_1,1,105,80.27,87.43
True,True,OwnGen_1,1,106,45.46,122.46
True,True,OwnGen_1,1,107,44.1,82.53
True,True,OwnGen_1,1,108,22.25,61.77
True,True,OwnGen_1,1,109,85.33,44.3
True,True,OwnGen_1,1,110,44.64,148.57
True,True,OwnGen_1,1,111,27.48,139.19
True,True,OwnGen_1,1,112,92.25,31.87
True,True,OwnGen_1,1,113,49.05,85.29
True,True,OwnGen_1,1,114,34.8,26.15
True,True,OwnGen_1,1,115,27.96,32.42
True,True,OwnGen_1,1,116,27.63,125.01
True,True,OwnGen_1,1,117,90.02,25.62
True,True,OwnGen_1,1,118,33.68,147.48
True,True,OwnGen_1,1,119,56.25,101.42
True,True,OwnGen_1,1,120,5.53,83.04
True,True,OwnGen_1,1,121,98.89,68.77
True,True,OwnGen_1,1,122,14.22,80.05
True,True,OwnGen_1,1,123,96.49,64.44
True,True,OwnGen_1,1,124,80.9,123.85
True,True,OwnGen_1,1,125,24.78,77.64
True,True,OwnGen_1,1,126,72.98,73.37
True,True,OwnGen_1,1,127,23.15,145.77
True,True,OwnGen_1,1,128,66.82,132.51
True,True,OwnGen_1,1,129,7.4,54.7
True,True,OwnGen_1,1,130,52.7,28.77
True,True,OwnGen_1,1,131,99.34,50.74
True,True,OwnGen_1,1,132,40.56,47.82
True,True,OwnGen_1,1,133,15.02,50.22
True,True,OwnGen_1,1,134,33.56,102.48
True,True,OwnGen_1,1,135,31.72,67.1
True,True,OwnGen_1,1,136,5.56,67.54
True,True,OwnGen_1,1,137,55.72,41.06
True,True,OwnGen_1,1,138,61.76,58.11
True,True,OwnGen_1,1,139,65.04,23.41
True,True,OwnGen_1,1,140,89.32,22.1
True,True,OwnGen_1,1,141,17.06,121.03
True,True,OwnGen_1,1,142,9.36,112.43
True,True,OwnGen_1,1,143,97.25,133.32
True,True,OwnGen_1,1,144,72.47,144.61
True,True,OwnGen_1,1,145,45.83,133.47
True,True,OwnGen_1,1,146,38.82,140.87
True,True,OwnGen_1,1,147,19.13,142.2
True,True,OwnGen_1,1,148,84.11,129.99
True,True,OwnGen_1,1,149,16.77,97.54
True,True,OwnGen_1,1,150,6.56,113.75
True,True,OwnGen_1,1,151,5.74,31.03
True,True,OwnGen_1,1,152,26.42,133.77
True,True,OwnGen_1,1,153,39.54,90.19
